date,county,state,fips,cases,deaths
2020-03-13,Unknown,Puerto Rico,,3,0
2020-03-14,Unknown,Puerto Rico,,4,0
2020-03-15,Unknown,Puerto Rico,,5,0
2020-03-16,Unknown,Puerto Rico,,5,0
2020-03-17,Unknown,Puerto Rico,,5,0
2020-03-18,Unknown,Puerto Rico,,5,0
2020-03-19,Unknown,Puerto Rico,,6,0
2020-03-20,Unknown,Puerto Rico,,14,0
2020-03-21,Unknown,Puerto Rico,,21,1
2020-03-22,Unknown,Puerto Rico,,23,1
2020-03-23,Unknown,Puerto Rico,,31,2
2020-03-24,Unknown,Puerto Rico,,39,2
2020-03-25,Unknown,Puerto Rico,,51,2
2020-03-26,Unknown,Puerto Rico,,64,2
2020-03-27,Unknown,Puerto Rico,,79,3
2020-03-28,Unknown,Puerto Rico,,100,3
2020-03-29,Unknown,Puerto Rico,,127,5
2020-03-30,Unknown,Puerto Rico,,174,6
2020-03-31,Unknown,Puerto Rico,,239,8
2020-04-01,Unknown,Puerto Rico,,286,11
2020-04-02,Unknown,Puerto Rico,,316,12
2020-04-03,Unknown,Puerto Rico,,378,15
2020-04-04,Unknown,Puerto Rico,,452,18
2020-04-05,Unknown,Puerto Rico,,475,20
2020-04-06,Unknown,Puerto Rico,,513,21
2020-04-07,Unknown,Puerto Rico,,573,23
2020-04-08,Unknown,Puerto Rico,,620,24
2020-04-09,Unknown,Puerto Rico,,683,33
2020-04-10,Unknown,Puerto Rico,,725,39
2020-04-11,Unknown,Puerto Rico,,788,42
2020-04-12,Unknown,Puerto Rico,,897,44
2020-04-13,Unknown,Puerto Rico,,903,45
2020-04-14,Unknown,Puerto Rico,,923,45
2020-04-15,Unknown,Puerto Rico,,974,51
2020-04-16,Unknown,Puerto Rico,,1043,56
2020-04-17,Unknown,Puerto Rico,,1068,58
2020-04-18,Unknown,Puerto Rico,,1118,60
2020-04-19,Unknown,Puerto Rico,,1213,41
2020-04-20,Unknown,Puerto Rico,,1252,42
2020-04-21,Unknown,Puerto Rico,,915,43
2020-04-22,Unknown,Puerto Rico,,915,46
2020-04-23,Unknown,Puerto Rico,,1230,69
2020-04-24,Unknown,Puerto Rico,,1276,77
2020-04-25,Unknown,Puerto Rico,,1307,83
2020-04-26,Unknown,Puerto Rico,,1371,84
2020-04-27,Unknown,Puerto Rico,,1388,84
2020-04-28,Unknown,Puerto Rico,,1400,86
2020-04-29,Unknown,Puerto Rico,,1465,86
2020-04-30,Unknown,Puerto Rico,,1537,92
2020-05-01,Unknown,Puerto Rico,,1573,94
2020-05-02,Unknown,Puerto Rico,,1755,95
2020-05-03,Unknown,Puerto Rico,,1806,97
2020-05-04,Unknown,Puerto Rico,,1875,97
2020-05-05,Unknown,Puerto Rico,,1924,99
2020-05-06,Unknown,Puerto Rico,,1968,99
2020-05-07,Unknown,Puerto Rico,,2031,102
2020-05-08,Unknown,Puerto Rico,,2156,107
2020-05-09,Unknown,Puerto Rico,,2173,108
2020-05-10,Unknown,Puerto Rico,,2198,111
2020-05-11,Unknown,Puerto Rico,,2256,113
2020-05-12,Unknown,Puerto Rico,,2299,114
2020-05-13,Unknown,Puerto Rico,,2329,115
2020-05-14,Unknown,Puerto Rico,,2427,117
2020-05-15,Unknown,Puerto Rico,,2542,122
2020-05-16,Unknown,Puerto Rico,,2589,122
2020-05-17,Unknown,Puerto Rico,,2646,123
2020-05-18,Unknown,Puerto Rico,,2710,124
2020-05-19,Unknown,Puerto Rico,,2805,124
2020-05-20,Unknown,Puerto Rico,,2866,125
2020-05-21,Unknown,Puerto Rico,,2913,126
2020-05-22,Unknown,Puerto Rico,,3030,126
2020-05-23,Unknown,Puerto Rico,,3100,127
2020-05-24,Unknown,Puerto Rico,,3189,127
2020-05-25,Unknown,Puerto Rico,,3260,129
2020-05-26,Unknown,Puerto Rico,,3324,129
2020-05-27,Unknown,Puerto Rico,,3397,129
2020-05-28,Unknown,Puerto Rico,,3486,131
2020-05-29,Unknown,Puerto Rico,,3647,132
2020-05-30,Unknown,Puerto Rico,,3718,133
2020-05-31,Unknown,Puerto Rico,,3776,136
2020-06-01,Unknown,Puerto Rico,,3873,136
2020-06-02,Unknown,Puerto Rico,,3935,138
2020-06-03,Unknown,Puerto Rico,,4023,140
