date,county,state,fips,cases,newCases,deaths,newDeaths
2021-05-08,Anderson,Tennessee,47001,8760,0,172,0
2021-05-08,Bedford,Tennessee,47003,6506,0,128,0
2021-05-08,Benton,Tennessee,47005,1665,0,40,0
2021-05-08,Bledsoe,Tennessee,47007,2142,0,11,0
2021-05-08,Blount,Tennessee,47009,15490,0,193,0
2021-05-08,Bradley,Tennessee,47011,15032,0,150,0
2021-05-08,Campbell,Tennessee,47013,4154,0,63,0
2021-05-08,Cannon,Tennessee,47015,1920,0,31,0
2021-05-08,Carroll,Tennessee,47017,3616,0,83,0
2021-05-08,Carter,Tennessee,47019,6634,0,158,0
2021-05-08,Cheatham,Tennessee,47021,4553,0,55,0
2021-05-08,Chester,Tennessee,47023,2143,0,51,0
2021-05-08,Claiborne,Tennessee,47025,3182,0,73,0
2021-05-08,Clay,Tennessee,47027,1101,0,31,0
2021-05-08,Cocke,Tennessee,47029,4500,0,99,0
2021-05-08,Coffee,Tennessee,47031,6905,0,121,0
2021-05-08,Crockett,Tennessee,47033,2032,0,48,0
2021-05-08,Cumberland,Tennessee,47035,6734,0,132,0
2021-05-08,Davidson,Tennessee,47037,98513,0,933,0
2021-05-08,DeKalb,Tennessee,47041,2796,0,54,0
2021-05-08,Decatur,Tennessee,47039,1586,0,39,0
2021-05-08,Dickson,Tennessee,47043,6840,0,110,0
2021-05-08,Dyer,Tennessee,47045,5425,0,106,0
2021-05-08,Fayette,Tennessee,47047,5068,0,77,0
2021-05-08,Fentress,Tennessee,47049,2415,0,47,0
2021-05-08,Franklin,Tennessee,47051,5150,0,90,0
2021-05-08,Gibson,Tennessee,47053,6526,0,146,0
2021-05-08,Giles,Tennessee,47055,3996,0,100,0
2021-05-08,Grainger,Tennessee,47057,2628,0,50,0
2021-05-08,Greene,Tennessee,47059,7877,0,155,0
2021-05-08,Grundy,Tennessee,47061,1793,0,34,0
2021-05-08,Hamblen,Tennessee,47063,8610,0,173,0
2021-05-08,Hamilton,Tennessee,47065,44501,33,494,0
2021-05-08,Hancock,Tennessee,47067,589,0,12,0
2021-05-08,Hardeman,Tennessee,47069,3526,0,64,0
2021-05-08,Hardin,Tennessee,47071,3571,0,67,0
2021-05-08,Hawkins,Tennessee,47073,6077,0,107,0
2021-05-08,Haywood,Tennessee,47075,2711,0,62,0
2021-05-08,Henderson,Tennessee,47077,3789,0,76,0
2021-05-08,Henry,Tennessee,47079,3185,0,76,0
2021-05-08,Hickman,Tennessee,47081,2840,0,46,0
2021-05-08,Houston,Tennessee,47083,1093,0,33,0
2021-05-08,Humphreys,Tennessee,47085,1799,0,27,0
2021-05-08,Jackson,Tennessee,47087,1320,0,36,0
2021-05-08,Jefferson,Tennessee,47089,6211,0,124,0
2021-05-08,Johnson,Tennessee,47091,2407,0,39,0
2021-05-08,Knox,Tennessee,47093,51857,0,635,0
2021-05-08,Lake,Tennessee,47095,1703,0,26,0
2021-05-08,Lauderdale,Tennessee,47097,3189,0,44,0
2021-05-08,Lawrence,Tennessee,47099,5938,0,87,0
2021-05-08,Lewis,Tennessee,47101,1581,0,26,0
2021-05-08,Lincoln,Tennessee,47103,4357,0,63,0
2021-05-08,Loudon,Tennessee,47105,6130,0,69,0
2021-05-08,Macon,Tennessee,47111,3619,0,78,0
2021-05-08,Madison,Tennessee,47113,11168,0,242,0
2021-05-08,Marion,Tennessee,47115,3123,0,47,0
2021-05-08,Marshall,Tennessee,47117,4190,0,58,0
2021-05-08,Maury,Tennessee,47119,13499,0,172,0
2021-05-08,McMinn,Tennessee,47107,6508,0,98,0
2021-05-08,McNairy,Tennessee,47109,2820,0,54,0
2021-05-08,Meigs,Tennessee,47121,1391,0,25,0
2021-05-08,Monroe,Tennessee,47123,5840,0,95,0
2021-05-08,Montgomery,Tennessee,47125,20255,0,225,0
2021-05-08,Moore,Tennessee,47127,1011,0,17,0
2021-05-08,Morgan,Tennessee,47129,2501,0,39,0
2021-05-08,Obion,Tennessee,47131,4541,0,96,0
2021-05-08,Overton,Tennessee,47133,3011,0,61,0
2021-05-08,Perry,Tennessee,47135,1066,0,28,0
2021-05-08,Pickett,Tennessee,47137,760,0,24,0
2021-05-08,Polk,Tennessee,47139,2078,0,24,0
2021-05-08,Putnam,Tennessee,47141,11396,0,175,0
2021-05-08,Rhea,Tennessee,47143,4348,0,75,0
2021-05-08,Roane,Tennessee,47145,6282,0,105,0
2021-05-08,Robertson,Tennessee,47147,9756,0,131,0
2021-05-08,Rutherford,Tennessee,47149,43046,0,434,0
2021-05-08,Scott,Tennessee,47151,3123,0,45,0
2021-05-08,Sequatchie,Tennessee,47153,1698,0,29,0
2021-05-08,Sevier,Tennessee,47155,13391,0,175,0
2021-05-08,Shelby,Tennessee,47157,96512,136,1629,1
2021-05-08,Smith,Tennessee,47159,2778,0,39,0
2021-05-08,Stewart,Tennessee,47161,1325,0,28,0
2021-05-08,Sullivan,Tennessee,47163,16794,0,294,0
2021-05-08,Sumner,Tennessee,47165,24012,0,349,0
2021-05-08,Tipton,Tennessee,47167,7359,0,103,0
2021-05-08,Trousdale,Tennessee,47169,2501,0,22,0
2021-05-08,Unicoi,Tennessee,47171,2035,0,49,0
2021-05-08,Union,Tennessee,47173,1907,0,34,0
2021-05-08,Unknown,Tennessee,,9171,-112,124,-1
2021-05-08,Van Buren,Tennessee,47175,847,0,23,0
