date,county,state,fips,cases,newCases,deaths,newDeaths
2020-08-29,Appling,Georgia,13001,883,2,23,0
2020-08-29,Atkinson,Georgia,13003,403,5,3,0
2020-08-29,Bacon,Georgia,13005,513,2,8,0
2020-08-29,Baker,Georgia,13007,71,-1,3,0
2020-08-29,Baldwin,Georgia,13009,1644,45,50,2
2020-08-29,Banks,Georgia,13011,368,6,6,0
2020-08-29,Barrow,Georgia,13013,1717,23,37,0
2020-08-29,Bartow,Georgia,13015,2407,31,70,1
2020-08-29,Ben Hill,Georgia,13017,620,10,12,0
2020-08-29,Berrien,Georgia,13019,378,4,6,1
2020-08-29,Bibb,Georgia,13021,5388,23,118,3
2020-08-29,Bleckley,Georgia,13023,346,8,16,1
2020-08-29,Brantley,Georgia,13025,301,0,8,0
2020-08-29,Brooks,Georgia,13027,476,6,21,1
2020-08-29,Bryan,Georgia,13029,843,3,9,0
2020-08-29,Bulloch,Georgia,13031,1796,53,21,0
2020-08-29,Burke,Georgia,13033,646,7,8,0
2020-08-29,Butts,Georgia,13035,562,6,40,0
2020-08-29,Calhoun,Georgia,13037,229,0,7,0
2020-08-29,Camden,Georgia,13039,1006,7,7,0
2020-08-29,Candler,Georgia,13043,332,6,14,2
2020-08-29,Carroll,Georgia,13045,2295,9,60,2
2020-08-29,Catoosa,Georgia,13047,852,19,17,0
2020-08-29,Charlton,Georgia,13049,556,1,5,0
2020-08-29,Chatham,Georgia,13051,6987,52,120,0
2020-08-29,Chattahoochee,Georgia,13053,1113,25,2,0
2020-08-29,Chattooga,Georgia,13055,551,29,5,0
2020-08-29,Cherokee,Georgia,13057,4791,71,78,2
2020-08-29,Clarke,Georgia,13059,2789,52,26,0
2020-08-29,Clay,Georgia,13061,112,0,2,0
2020-08-29,Clayton,Georgia,13063,6430,64,137,5
2020-08-29,Clinch,Georgia,13065,284,0,4,0
2020-08-29,Cobb,Georgia,13067,16840,210,390,3
2020-08-29,Coffee,Georgia,13069,1776,9,37,1
2020-08-29,Colquitt,Georgia,13071,1743,7,26,0
2020-08-29,Columbia,Georgia,13073,3100,15,44,0
2020-08-29,Cook,Georgia,13075,508,3,11,1
2020-08-29,Coweta,Georgia,13077,2230,29,26,0
2020-08-29,Crawford,Georgia,13079,148,0,3,0
2020-08-29,Crisp,Georgia,13081,465,6,15,0
2020-08-29,Dade,Georgia,13083,189,0,3,0
2020-08-29,Dawson,Georgia,13085,666,16,7,0
2020-08-29,DeKalb,Georgia,13089,16443,75,297,1
2020-08-29,Decatur,Georgia,13087,980,12,21,0
2020-08-29,Dodge,Georgia,13091,315,7,6,0
2020-08-29,Dooly,Georgia,13093,282,0,14,0
2020-08-29,Dougherty,Georgia,13095,2969,7,179,1
2020-08-29,Douglas,Georgia,13097,3149,26,64,2
2020-08-29,Early,Georgia,13099,409,3,32,0
2020-08-29,Echols,Georgia,13101,233,1,2,0
2020-08-29,Effingham,Georgia,13103,1042,13,16,1
2020-08-29,Elbert,Georgia,13105,452,5,1,0
2020-08-29,Emanuel,Georgia,13107,721,2,22,0
2020-08-29,Evans,Georgia,13109,360,4,5,0
2020-08-29,Fannin,Georgia,13111,431,3,8,1
2020-08-29,Fayette,Georgia,13113,1564,25,38,0
2020-08-29,Floyd,Georgia,13115,2250,35,31,1
2020-08-29,Forsyth,Georgia,13117,3057,42,33,1
2020-08-29,Franklin,Georgia,13119,537,12,10,0
2020-08-29,Fulton,Georgia,13121,24747,161,513,10
2020-08-29,Gilmer,Georgia,13123,745,-1,5,0
2020-08-29,Glascock,Georgia,13125,34,-1,2,0
2020-08-29,Glynn,Georgia,13127,3016,31,70,0
2020-08-29,Gordon,Georgia,13129,1506,14,29,0
2020-08-29,Grady,Georgia,13131,644,2,10,0
2020-08-29,Greene,Georgia,13133,432,4,16,1
2020-08-29,Gwinnett,Georgia,13135,24137,165,330,6
2020-08-29,Habersham,Georgia,13137,1325,16,63,1
2020-08-29,Hall,Georgia,13139,7589,114,125,3
2020-08-29,Hancock,Georgia,13141,355,0,39,0
2020-08-29,Haralson,Georgia,13143,327,8,7,0
2020-08-29,Harris,Georgia,13145,723,2,21,0
2020-08-29,Hart,Georgia,13147,406,4,10,0
2020-08-29,Heard,Georgia,13149,169,1,5,0
2020-08-29,Henry,Georgia,13151,4391,56,78,5
2020-08-29,Houston,Georgia,13153,2621,21,65,0
2020-08-29,Irwin,Georgia,13155,218,8,4,0
2020-08-29,Jackson,Georgia,13157,1468,41,25,0
