date,county,state,fips,cases,newCases,deaths,newDeaths
2021-08-29,Adams,Wisconsin,55001,2157,0,21,0
2021-08-29,Ashland,Wisconsin,55003,1469,0,15,0
2021-08-29,Barron,Wisconsin,55005,6382,0,86,0
2021-08-29,Bayfield,Wisconsin,55007,1362,0,21,0
2021-08-29,Brown,Wisconsin,55009,37797,0,311,0
2021-08-29,Buffalo,Wisconsin,55011,1519,0,7,0
2021-08-29,Burnett,Wisconsin,55013,1681,0,29,0
2021-08-29,Calumet,Wisconsin,55015,6980,0,56,0
2021-08-29,Chippewa,Wisconsin,55017,8343,0,100,0
2021-08-29,Clark,Wisconsin,55019,3997,0,66,0
2021-08-29,Columbia,Wisconsin,55021,6277,0,75,0
2021-08-29,Crawford,Wisconsin,55023,1874,0,20,0
2021-08-29,Dane,Wisconsin,55025,50217,0,343,0
2021-08-29,Dodge,Wisconsin,55027,13676,0,202,0
2021-08-29,Door,Wisconsin,55029,3011,0,37,0
2021-08-29,Douglas,Wisconsin,55031,5175,0,66,0
2021-08-29,Dunn,Wisconsin,55033,5528,0,37,0
2021-08-29,Eau Claire,Wisconsin,55035,12999,0,126,0
2021-08-29,Florence,Wisconsin,55037,521,0,13,0
2021-08-29,Fond du Lac,Wisconsin,55039,14637,0,147,0
2021-08-29,Forest,Wisconsin,55041,1137,0,28,0
2021-08-29,Grant,Wisconsin,55043,5996,0,98,0
2021-08-29,Green,Wisconsin,55045,3857,0,26,0
2021-08-29,Green Lake,Wisconsin,55047,2243,0,26,0
2021-08-29,Iowa,Wisconsin,55049,2296,0,14,0
2021-08-29,Iron,Wisconsin,55051,735,0,42,0
2021-08-29,Jackson,Wisconsin,55053,2857,0,29,0
2021-08-29,Jefferson,Wisconsin,55055,10235,0,139,0
2021-08-29,Juneau,Wisconsin,55057,3531,0,32,0
2021-08-29,Kenosha,Wisconsin,55059,20186,0,342,0
2021-08-29,Kewaunee,Wisconsin,55061,2877,0,37,0
2021-08-29,La Crosse,Wisconsin,55063,14494,0,94,0
2021-08-29,Lafayette,Wisconsin,55065,1783,0,10,0
2021-08-29,Langlade,Wisconsin,55067,2379,0,51,0
2021-08-29,Lincoln,Wisconsin,55069,3484,0,100,0
2021-08-29,Manitowoc,Wisconsin,55071,9440,0,99,0
2021-08-29,Marathon,Wisconsin,55073,17358,0,234,0
2021-08-29,Marinette,Wisconsin,55075,5006,0,75,0
2021-08-29,Marquette,Wisconsin,55077,1701,0,29,0
2021-08-29,Menominee,Wisconsin,55078,853,0,11,0
2021-08-29,Milwaukee,Wisconsin,55079,129744,0,1478,0
2021-08-29,Monroe,Wisconsin,55081,5165,0,52,0
2021-08-29,Oconto,Wisconsin,55083,5489,0,74,0
2021-08-29,Oneida,Wisconsin,55085,4015,0,82,0
2021-08-29,Outagamie,Wisconsin,55087,25338,0,252,0
2021-08-29,Ozaukee,Wisconsin,55089,10230,0,111,0
2021-08-29,Pepin,Wisconsin,55091,951,0,7,0
2021-08-29,Pierce,Wisconsin,55093,5201,0,44,0
2021-08-29,Polk,Wisconsin,55095,5123,0,69,0
2021-08-29,Portage,Wisconsin,55097,7939,0,81,0
2021-08-29,Price,Wisconsin,55099,1419,0,8,0
2021-08-29,Racine,Wisconsin,55101,27342,0,408,0
2021-08-29,Richland,Wisconsin,55103,1504,0,17,0
2021-08-29,Rock,Wisconsin,55105,19602,0,216,0
2021-08-29,Rusk,Wisconsin,55107,1562,0,25,0
2021-08-29,Sauk,Wisconsin,55111,6740,0,59,0
2021-08-29,Sawyer,Wisconsin,55113,1970,0,29,0
2021-08-29,Shawano,Wisconsin,55115,5658,0,85,0
2021-08-29,Sheboygan,Wisconsin,55117,15764,0,174,0
2021-08-29,St. Croix,Wisconsin,55109,10464,0,73,0
2021-08-29,Taylor,Wisconsin,55119,2324,0,41,0
2021-08-29,Trempealeau,Wisconsin,55121,3932,0,49,0
2021-08-29,Vernon,Wisconsin,55123,2204,0,47,0
2021-08-29,Vilas,Wisconsin,55125,2524,0,46,0
2021-08-29,Walworth,Wisconsin,55127,13465,0,172,0
2021-08-29,Washburn,Wisconsin,55129,1675,0,24,0
2021-08-29,Washington,Wisconsin,55131,18232,0,206,0
2021-08-29,Waukesha,Wisconsin,55133,53504,0,661,0
2021-08-29,Waupaca,Wisconsin,55135,6511,0,169,0
2021-08-29,Waushara,Wisconsin,55137,2730,0,39,0
2021-08-29,Winnebago,Wisconsin,55139,22852,0,231,0
2021-08-29,Wood,Wisconsin,55141,8292,0,115,0
2021-08-30,Adams,Wisconsin,55001,2174,17,21,0
2021-08-30,Ashland,Wisconsin,55003,1472,3,15,0
2021-08-30,Barron,Wisconsin,55005,6420,38,86,0
2021-08-30,Bayfield,Wisconsin,55007,1367,5,21,0
2021-08-30,Brown,Wisconsin,55009,37911,114,311,0
2021-08-30,Buffalo,Wisconsin,55011,1523,4,7,0
2021-08-30,Burnett,Wisconsin,55013,1682,1,29,0
2021-08-30,Calumet,Wisconsin,55015,7022,42,56,0
2021-08-30,Chippewa,Wisconsin,55017,8413,70,100,0
2021-08-30,Clark,Wisconsin,55019,4028,31,66,0
2021-08-30,Columbia,Wisconsin,55021,6321,44,75,0
2021-08-30,Crawford,Wisconsin,55023,1877,3,20,0
2021-08-30,Dane,Wisconsin,55025,50497,280,343,0
2021-08-30,Dodge,Wisconsin,55027,13745,69,203,1
2021-08-30,Door,Wisconsin,55029,3027,16,37,0
2021-08-30,Douglas,Wisconsin,55031,5191,16,66,0
2021-08-30,Dunn,Wisconsin,55033,5568,40,37,0
2021-08-30,Eau Claire,Wisconsin,55035,13085,86,126,0
2021-08-30,Florence,Wisconsin,55037,521,0,13,0
2021-08-30,Fond du Lac,Wisconsin,55039,14682,45,147,0
2021-08-30,Forest,Wisconsin,55041,1145,8,28,0
2021-08-30,Grant,Wisconsin,55043,6024,28,99,1
2021-08-30,Green,Wisconsin,55045,3882,25,26,0
2021-08-30,Green Lake,Wisconsin,55047,2259,16,26,0
2021-08-30,Iowa,Wisconsin,55049,2301,5,14,0
2021-08-30,Iron,Wisconsin,55051,736,1,42,0
2021-08-30,Jackson,Wisconsin,55053,2879,22,29,0
2021-08-30,Jefferson,Wisconsin,55055,10270,35,139,0
2021-08-30,Juneau,Wisconsin,55057,3556,25,32,0
2021-08-30,Kenosha,Wisconsin,55059,20323,137,342,0
2021-08-30,Kewaunee,Wisconsin,55061,2885,8,37,0
2021-08-30,La Crosse,Wisconsin,55063,14584,90,95,1
2021-08-30,Lafayette,Wisconsin,55065,1787,4,10,0
2021-08-30,Langlade,Wisconsin,55067,2391,12,51,0
2021-08-30,Lincoln,Wisconsin,55069,3496,12,100,0
2021-08-30,Manitowoc,Wisconsin,55071,9479,39,99,0
2021-08-30,Marathon,Wisconsin,55073,17449,91,235,1
2021-08-30,Marinette,Wisconsin,55075,5013,7,75,0
2021-08-30,Marquette,Wisconsin,55077,1716,15,29,0
2021-08-30,Menominee,Wisconsin,55078,852,-1,11,0
2021-08-30,Milwaukee,Wisconsin,55079,130896,1152,1479,1
2021-08-30,Monroe,Wisconsin,55081,5211,46,52,0
2021-08-30,Oconto,Wisconsin,55083,5506,17,74,0
2021-08-30,Oneida,Wisconsin,55085,4032,17,82,0
2021-08-30,Outagamie,Wisconsin,55087,25472,134,252,0
2021-08-30,Ozaukee,Wisconsin,55089,10291,61,111,0
2021-08-30,Pepin,Wisconsin,55091,954,3,7,0
2021-08-30,Pierce,Wisconsin,55093,5225,24,44,0
2021-08-30,Polk,Wisconsin,55095,5165,42,69,0
2021-08-30,Portage,Wisconsin,55097,8002,63,81,0
2021-08-30,Price,Wisconsin,55099,1423,4,8,0
2021-08-30,Racine,Wisconsin,55101,27469,127,408,0
2021-08-30,Richland,Wisconsin,55103,1513,9,17,0
2021-08-30,Rock,Wisconsin,55105,19698,96,216,0
2021-08-30,Rusk,Wisconsin,55107,1568,6,25,0
2021-08-30,Sauk,Wisconsin,55111,6787,47,59,0
2021-08-30,Sawyer,Wisconsin,55113,1977,7,29,0
2021-08-30,Shawano,Wisconsin,55115,5669,11,85,0
2021-08-30,Sheboygan,Wisconsin,55117,15807,43,174,0
2021-08-30,St. Croix,Wisconsin,55109,10542,78,73,0
2021-08-30,Taylor,Wisconsin,55119,2352,28,41,0
2021-08-30,Trempealeau,Wisconsin,55121,3962,30,49,0
2021-08-30,Vernon,Wisconsin,55123,2233,29,47,0
2021-08-30,Vilas,Wisconsin,55125,2530,6,46,0
2021-08-30,Walworth,Wisconsin,55127,13465,0,172,0
2021-08-30,Washburn,Wisconsin,55129,1683,8,24,0
2021-08-30,Washington,Wisconsin,55131,18342,110,206,0
2021-08-30,Waukesha,Wisconsin,55133,53653,149,662,1
2021-08-30,Waupaca,Wisconsin,55135,6544,33,170,1
2021-08-30,Waushara,Wisconsin,55137,2734,4,39,0
2021-08-30,Winnebago,Wisconsin,55139,22912,60,231,0
2021-08-30,Wood,Wisconsin,55141,8359,67,115,0
2021-08-31,Adams,Wisconsin,55001,2187,13,21,0
2021-08-31,Ashland,Wisconsin,55003,1478,6,15,0
2021-08-31,Barron,Wisconsin,55005,6433,13,86,0
2021-08-31,Bayfield,Wisconsin,55007,1373,6,22,1
2021-08-31,Brown,Wisconsin,55009,38109,198,311,0
2021-08-31,Buffalo,Wisconsin,55011,1533,10,7,0
2021-08-31,Burnett,Wisconsin,55013,1702,20,29,0
2021-08-31,Calumet,Wisconsin,55015,7050,28,56,0
2021-08-31,Chippewa,Wisconsin,55017,8458,45,100,0
2021-08-31,Clark,Wisconsin,55019,4034,6,66,0
2021-08-31,Columbia,Wisconsin,55021,6323,2,75,0
2021-08-31,Crawford,Wisconsin,55023,1888,11,21,1
2021-08-31,Dane,Wisconsin,55025,50602,105,344,1
