date,county,state,fips,cases,newCases,deaths,newDeaths
2021-10-25,Adams,Colorado,08001,76749,374,886,7
2021-10-25,Alamosa,Colorado,08003,2430,22,44,0
2021-10-25,Arapahoe,Colorado,08005,80807,338,931,3
2021-10-25,Archuleta,Colorado,08007,1481,12,4,0
2021-10-25,Baca,Colorado,08009,440,3,5,0
2021-10-25,Bent,Colorado,08011,1712,8,27,1
2021-10-25,Boulder,Colorado,08013,30793,242,281,2
2021-10-25,Broomfield,Colorado,08014,6638,54,81,0
2021-10-25,Chaffee,Colorado,08015,2260,19,30,0
2021-10-25,Cheyenne,Colorado,08017,183,2,7,0
2021-10-25,Clear Creek,Colorado,08019,770,8,5,0
2021-10-25,Conejos,Colorado,08021,990,7,34,1
2021-10-25,Costilla,Colorado,08023,383,4,10,0
2021-10-25,Crowley,Colorado,08025,2379,1,23,1
2021-10-25,Custer,Colorado,08027,366,8,7,0
2021-10-25,Delta,Colorado,08029,3945,38,82,0
2021-10-25,Denver,Colorado,08031,91062,792,933,4
2021-10-25,Dolores,Colorado,08033,237,2,3,1
2021-10-25,Douglas,Colorado,08035,40925,200,322,2
2021-10-25,Eagle,Colorado,08037,8316,48,31,0
2021-10-25,El Paso,Colorado,08041,100438,876,1096,4
2021-10-25,Elbert,Colorado,08039,2711,27,23,0
2021-10-25,Fremont,Colorado,08043,8443,109,89,0
2021-10-25,Garfield,Colorado,08045,7876,76,60,0
2021-10-25,Gilpin,Colorado,08047,437,5,3,0
2021-10-25,Grand,Colorado,08049,2152,8,16,0
2021-10-25,Gunnison,Colorado,08051,1824,7,12,0
2021-10-25,Hinsdale,Colorado,08053,57,1,0,0
2021-10-25,Huerfano,Colorado,08055,639,17,19,0
2021-10-25,Jackson,Colorado,08057,114,3,0,0
2021-10-25,Jefferson,Colorado,08059,62833,768,905,2
2021-10-25,Kiowa,Colorado,08061,210,5,4,0
2021-10-25,Kit Carson,Colorado,08063,978,4,18,3
2021-10-25,La Plata,Colorado,08067,5792,96,52,0
2021-10-25,Lake,Colorado,08065,1025,2,1,0
2021-10-25,Larimer,Colorado,08069,38813,378,305,2
2021-10-25,Las Animas,Colorado,08071,1811,10,22,0
2021-10-25,Lincoln,Colorado,08073,1312,1,8,0
2021-10-25,Logan,Colorado,08075,4686,23,82,2
2021-10-25,Mesa,Colorado,08077,23867,292,326,2
2021-10-25,Mineral,Colorado,08079,129,1,1,0
2021-10-25,Moffat,Colorado,08081,1962,14,42,2
2021-10-25,Montezuma,Colorado,08083,3172,77,37,0
2021-10-25,Montrose,Colorado,08085,5379,60,84,0
2021-10-25,Morgan,Colorado,08087,3412,37,99,0
2021-10-25,Otero,Colorado,08089,2642,14,81,1
2021-10-25,Ouray,Colorado,08091,443,-1,5,0
2021-10-25,Park,Colorado,08093,1403,18,8,0
2021-10-25,Phillips,Colorado,08095,521,5,14,0
2021-10-25,Pitkin,Colorado,08097,3125,14,5,0
2021-10-25,Prowers,Colorado,08099,1643,15,30,0
2021-10-25,Pueblo,Colorado,08101,25025,360,487,4
2021-10-25,Rio Blanco,Colorado,08103,990,21,8,0
2021-10-25,Rio Grande,Colorado,08105,1491,14,22,0
2021-10-25,Routt,Colorado,08107,3341,19,23,0
2021-10-25,Saguache,Colorado,08109,673,2,8,0
2021-10-25,San Juan,Colorado,08111,95,0,1,0
2021-10-25,San Miguel,Colorado,08113,1173,2,4,0
2021-10-25,Sedgwick,Colorado,08115,320,6,4,0
2021-10-25,Summit,Colorado,08117,4759,12,11,0
2021-10-25,Teller,Colorado,08119,2836,29,27,0
2021-10-25,Washington,Colorado,08121,661,6,19,1
2021-10-25,Weld,Colorado,08123,46296,532,448,8
2021-10-25,Yuma,Colorado,08125,1228,8,18,0
2021-10-26,Adams,Colorado,08001,76954,205,886,0
2021-10-26,Alamosa,Colorado,08003,2440,10,44,0
2021-10-26,Arapahoe,Colorado,08005,81064,257,931,0
2021-10-26,Archuleta,Colorado,08007,1489,8,4,0
2021-10-26,Baca,Colorado,08009,442,2,5,0
2021-10-26,Bent,Colorado,08011,1725,13,27,0
2021-10-26,Boulder,Colorado,08013,30888,95,281,0
2021-10-26,Broomfield,Colorado,08014,6658,20,81,0
2021-10-26,Chaffee,Colorado,08015,2275,15,30,0
2021-10-26,Cheyenne,Colorado,08017,184,1,7,0
2021-10-26,Clear Creek,Colorado,08019,774,4,5,0
2021-10-26,Conejos,Colorado,08021,998,8,34,0
2021-10-26,Costilla,Colorado,08023,384,1,10,0
2021-10-26,Crowley,Colorado,08025,2382,3,23,0
2021-10-26,Custer,Colorado,08027,372,6,7,0
2021-10-26,Delta,Colorado,08029,3979,34,83,1
2021-10-26,Denver,Colorado,08031,91248,186,935,2
2021-10-26,Dolores,Colorado,08033,237,0,3,0
2021-10-26,Douglas,Colorado,08035,41074,149,324,2
2021-10-26,Eagle,Colorado,08037,8356,40,31,0
2021-10-26,El Paso,Colorado,08041,100825,387,1095,-1
2021-10-26,Elbert,Colorado,08039,2720,9,24,1
2021-10-26,Fremont,Colorado,08043,8489,46,89,0
2021-10-26,Garfield,Colorado,08045,7913,37,60,0
2021-10-26,Gilpin,Colorado,08047,438,1,3,0
2021-10-26,Grand,Colorado,08049,2156,4,16,0
2021-10-26,Gunnison,Colorado,08051,1827,3,12,0
2021-10-26,Hinsdale,Colorado,08053,58,1,0,0
2021-10-26,Huerfano,Colorado,08055,647,8,19,0
2021-10-26,Jackson,Colorado,08057,114,0,0,0
2021-10-26,Jefferson,Colorado,08059,63047,214,912,7
2021-10-26,Kiowa,Colorado,08061,215,5,4,0
2021-10-26,Kit Carson,Colorado,08063,986,8,18,0
2021-10-26,La Plata,Colorado,08067,5804,12,52,0
2021-10-26,Lake,Colorado,08065,1029,4,1,0
2021-10-26,Larimer,Colorado,08069,38986,173,306,1
2021-10-26,Las Animas,Colorado,08071,1822,11,22,0
2021-10-26,Lincoln,Colorado,08073,1317,5,8,0
2021-10-26,Logan,Colorado,08075,4705,19,82,0
2021-10-26,Mesa,Colorado,08077,23911,44,327,1
2021-10-26,Mineral,Colorado,08079,129,0,1,0
2021-10-26,Moffat,Colorado,08081,1967,5,42,0
2021-10-26,Montezuma,Colorado,08083,3181,9,37,0
2021-10-26,Montrose,Colorado,08085,5432,53,84,0
2021-10-26,Morgan,Colorado,08087,3427,15,99,0
2021-10-26,Otero,Colorado,08089,2667,25,81,0
2021-10-26,Ouray,Colorado,08091,450,7,5,0
2021-10-26,Park,Colorado,08093,1416,13,9,1
2021-10-26,Phillips,Colorado,08095,524,3,14,0
2021-10-26,Pitkin,Colorado,08097,3128,3,5,0
2021-10-26,Prowers,Colorado,08099,1653,10,30,0
2021-10-26,Pueblo,Colorado,08101,25140,115,487,0
2021-10-26,Rio Blanco,Colorado,08103,1006,16,8,0
2021-10-26,Rio Grande,Colorado,08105,1505,14,22,0
2021-10-26,Routt,Colorado,08107,3356,15,23,0
2021-10-26,Saguache,Colorado,08109,681,8,8,0
