date,county,state,fips,cases,deaths
2020-03-14,Unknown,Virgin Islands,,1,0
2020-03-15,Unknown,Virgin Islands,,1,0
2020-03-16,Unknown,Virgin Islands,,2,0
2020-03-17,Unknown,Virgin Islands,,2,0
2020-03-18,Unknown,Virgin Islands,,3,0
2020-03-19,Unknown,Virgin Islands,,3,0
2020-03-20,Unknown,Virgin Islands,,6,0
2020-03-21,Unknown,Virgin Islands,,6,0
2020-03-22,Unknown,Virgin Islands,,17,0
2020-03-23,Unknown,Virgin Islands,,17,0
2020-03-24,Unknown,Virgin Islands,,17,0
2020-03-25,Unknown,Virgin Islands,,17,0
2020-03-26,Unknown,Virgin Islands,,17,0
2020-03-27,Unknown,Virgin Islands,,19,0
2020-03-28,Unknown,Virgin Islands,,19,0
2020-03-29,Unknown,Virgin Islands,,23,0
2020-03-30,Unknown,Virgin Islands,,30,0
2020-03-31,Unknown,Virgin Islands,,30,0
2020-04-01,Unknown,Virgin Islands,,30,0
2020-04-02,Unknown,Virgin Islands,,37,0
2020-04-03,Unknown,Virgin Islands,,38,0
2020-04-04,Unknown,Virgin Islands,,42,0
2020-04-05,Unknown,Virgin Islands,,42,0
2020-04-06,Unknown,Virgin Islands,,43,1
2020-04-07,Unknown,Virgin Islands,,45,1
2020-04-08,Unknown,Virgin Islands,,45,1
2020-04-09,Unknown,Virgin Islands,,46,1
2020-04-10,Unknown,Virgin Islands,,46,1
2020-04-11,Unknown,Virgin Islands,,51,1
2020-04-12,Unknown,Virgin Islands,,51,1
2020-04-13,Unknown,Virgin Islands,,51,1
2020-04-14,Unknown,Virgin Islands,,51,1
2020-04-15,Unknown,Virgin Islands,,51,1
2020-04-16,Unknown,Virgin Islands,,51,1
2020-04-17,Unknown,Virgin Islands,,51,2
2020-04-18,Unknown,Virgin Islands,,53,3
2020-04-19,Unknown,Virgin Islands,,53,3
2020-04-20,Unknown,Virgin Islands,,54,3
2020-04-21,Unknown,Virgin Islands,,54,3
2020-04-22,Unknown,Virgin Islands,,54,3
2020-04-23,Unknown,Virgin Islands,,54,3
2020-04-24,Unknown,Virgin Islands,,54,3
2020-04-25,Unknown,Virgin Islands,,55,3
2020-04-26,Unknown,Virgin Islands,,57,4
2020-04-27,Unknown,Virgin Islands,,59,4
2020-04-28,Unknown,Virgin Islands,,59,4
2020-04-29,Unknown,Virgin Islands,,66,4
2020-04-30,Unknown,Virgin Islands,,66,4
2020-05-01,Unknown,Virgin Islands,,66,4
2020-05-02,Unknown,Virgin Islands,,66,4
2020-05-03,Unknown,Virgin Islands,,66,4
2020-05-04,Unknown,Virgin Islands,,66,4
2020-05-05,Unknown,Virgin Islands,,66,4
2020-05-06,Unknown,Virgin Islands,,66,4
2020-05-07,Unknown,Virgin Islands,,66,4
2020-05-08,Unknown,Virgin Islands,,68,4
2020-05-09,Unknown,Virgin Islands,,69,4
2020-05-10,Unknown,Virgin Islands,,69,4
2020-05-11,Unknown,Virgin Islands,,69,5
2020-05-12,Unknown,Virgin Islands,,69,6
2020-05-13,Unknown,Virgin Islands,,69,6
2020-05-14,Unknown,Virgin Islands,,69,6
2020-05-15,Unknown,Virgin Islands,,69,6
2020-05-16,Unknown,Virgin Islands,,69,6
2020-05-17,Unknown,Virgin Islands,,69,6
2020-05-18,Unknown,Virgin Islands,,69,6
2020-05-19,Unknown,Virgin Islands,,69,6
2020-05-20,Unknown,Virgin Islands,,69,6
2020-05-21,Unknown,Virgin Islands,,69,6
2020-05-22,Unknown,Virgin Islands,,69,6
2020-05-23,Unknown,Virgin Islands,,69,6
2020-05-24,Unknown,Virgin Islands,,69,6
2020-05-25,Unknown,Virgin Islands,,69,6
2020-05-26,Unknown,Virgin Islands,,69,6
2020-05-27,Unknown,Virgin Islands,,69,6
2020-05-28,Unknown,Virgin Islands,,69,6
2020-05-29,Unknown,Virgin Islands,,69,6
2020-05-30,Unknown,Virgin Islands,,69,6
2020-05-31,Unknown,Virgin Islands,,69,6
2020-06-01,Unknown,Virgin Islands,,70,6
2020-06-02,Unknown,Virgin Islands,,70,6
2020-06-03,Unknown,Virgin Islands,,70,6
